Region,WRI,Exposure,Vulnerability,Susceptibility,Lack of Coping Capabilities, Lack of Adaptive Capacities,year,Continent,,,Region_1,year_1,Attribute,Value
,,,,,,,,,,,Côte d'Ivoire,2021,Lack of Adaptive Capacities,59.43
,,,,,,,,,,,Vietnam,2021,WRI,10.27
,,,,,,,,,,,Vietnam,2021,Exposure,22.04
,,,,,,,,,,,Vietnam,2021,Vulnerability,46.6
,,,,,,,,,,,Vietnam,2021,Susceptibility,23.73
,,,,,,,,,,,Vietnam,2021,Lack of Coping Capabilities,76.73
,,,,,,,,,,,Vietnam,2021,Lack of Adaptive Capacities,39.34
,,,,,,,,,,,Angola,2021,WRI,10.28
,,,,,,,,,,,Angola,2021,Exposure,15.61
,,,,,,,,,,,Angola,2021,Vulnerability,65.86
,,,,,,,,,,,Angola,2021,Susceptibility,52.89
,,,,,,,,,,,Angola,2021,Lack of Coping Capabilities,86.89
,,,,,,,,,,,Angola,2021,Lack of Adaptive Capacities,57.8
,,,,,,,,,,,Kenya,2021,WRI,10.33
,,,,,,,,,,,Kenya,2021,Exposure,16.63
,,,,,,,,,,,Kenya,2021,Vulnerability,62.13
,,,,,,,,,,,Kenya,2021,Susceptibility,50.8
,,,,,,,,,,,Kenya,2021,Lack of Coping Capabilities,85.5
,,,,,,,,,,,Kenya,2021,Lack of Adaptive Capacities,50.1
,,,,,,,,,,,Burundi,2021,WRI,10.42
,,,,,,,,,,,Burundi,2021,Exposure,14.88
,,,,,,,,,,,Burundi,2021,Vulnerability,70.02
,,,,,,,,,,,Burundi,2021,Susceptibility,62.29
,,,,,,,,,,,Burundi,2021,Lack of Coping Capabilities,90.43
,,,,,,,,,,,Burundi,2021,Lack of Adaptive Capacities,57.34
,,,,,,,,,,,Madagascar,2021,WRI,10.44
,,,,,,,,,,,Madagascar,2021,Exposure,14.97
,,,,,,,,,,,Madagascar,2021,Vulnerability,69.71
,,,,,,,,,,,Madagascar,2021,Susceptibility,65.83
,,,,,,,,,,,Madagascar,2021,Lack of Coping Capabilities,86.32
,,,,,,,,,,,Madagascar,2021,Lack of Adaptive Capacities,56.97
,,,,,,,,,,,Indonesia,2021,WRI,10.67
,,,,,,,,,,,Indonesia,2021,Exposure,21.3
,,,,,,,,,,,Indonesia,2021,Vulnerability,50.1
,,,,,,,,,,,Indonesia,2021,Susceptibility,26.06
,,,,,,,,,,,Indonesia,2021,Lack of Coping Capabilities,78.71
,,,,,,,,,,,Indonesia,2021,Lack of Adaptive Capacities,45.54
,,,,,,,,,,,Mali,2021,WRI,10.71
,,,,,,,,,,,Mali,2021,Exposure,15.61
,,,,,,,,,,,Mali,2021,Vulnerability,68.64
,,,,,,,,,,,Mali,2021,Susceptibility,49.75
,,,,,,,,,,,Mali,2021,Lack of Coping Capabilities,88.6
,,,,,,,,,,,Mali,2021,Lack of Adaptive Capacities,67.58
,,,,,,,,,,,Togo,2021,WRI,10.99
,,,,,,,,,,,Togo,2021,Exposure,16.6
,,,,,,,,,,,Togo,2021,Vulnerability,66.23
,,,,,,,,,,,Togo,2021,Susceptibility,55.77
,,,,,,,,,,,Togo,2021,Lack of Coping Capabilities,86.14
,,,,,,,,,,,Togo,2021,Lack of Adaptive Capacities,56.79
,,,,,,,,,,,Burkina Faso,2021,WRI,11.19
,,,,,,,,,,,Burkina Faso,2021,Exposure,16.59
,,,,,,,,,,,Burkina Faso,2021,Vulnerability,67.48
,,,,,,,,,,,Burkina Faso,2021,Susceptibility,57.08
,,,,,,,,,,,Burkina Faso,2021,Lack of Coping Capabilities,84.39
,,,,,,,,,,,Burkina Faso,2021,Lack of Adaptive Capacities,60.98
,,,,,,,,,,,Honduras,2021,WRI,11.23
,,,,,,,,,,,Honduras,2021,Exposure,20.66
,,,,,,,,,,,Honduras,2021,Vulnerability,54.35
,,,,,,,,,,,Honduras,2021,Susceptibility,31.62
,,,,,,,,,,,Honduras,2021,Lack of Coping Capabilities,85.74
,,,,,,,,,,,Honduras,2021,Lack of Adaptive Capacities,45.68
,,,,,,,,,,,Chile,2021,WRI,11.32
,,,,,,,,,,,Chile,2021,Exposure,32.51
,,,,,,,,,,,Chile,2021,Vulnerability,34.83
,,,,,,,,,,,Chile,2021,Susceptibility,17.79
,,,,,,,,,,,Chile,2021,Lack of Coping Capabilities,59.44
,,,,,,,,,,,Chile,2021,Lack of Adaptive Capacities,27.25
,,,,,,,,,,,Dominican Rep.,2021,WRI,11.49
,,,,,,,,,,,Dominican Rep.,2021,Exposure,24.72
,,,,,,,,,,,Dominican Rep.,2021,Vulnerability,46.48
,,,,,,,,,,,Dominican Rep.,2021,Susceptibility,23.35
,,,,,,,,,,,Dominican Rep.,2021,Lack of Coping Capabilities,78.34
,,,,,,,,,,,Dominican Rep.,2021,Lack of Adaptive Capacities,37.76
,,,,,,,,,,,Benin,2021,WRI,11.71
,,,,,,,,,,,Benin,2021,Exposure,17.92
,,,,,,,,,,,Benin,2021,Vulnerability,65.33
,,,,,,,,,,,Benin,2021,Susceptibility,54.09
,,,,,,,,,,,Benin,2021,Lack of Coping Capabilities,81.42
,,,,,,,,,,,Benin,2021,Lack of Adaptive Capacities,60.49
,,,,,,,,,,,Chad,2021,WRI,11.94
,,,,,,,,,,,Chad,2021,Exposure,15.76
,,,,,,,,,,,Chad,2021,Vulnerability,75.75
,,,,,,,,,,,Chad,2021,Susceptibility,64.96
,,,,,,,,,,,Chad,2021,Lack of Coping Capabilities,92.16
,,,,,,,,,,,Chad,2021,Lack of Adaptive Capacities,70.13
,,,,,,,,,,,Jamaica,2021,WRI,12.02
,,,,,,,,,,,Jamaica,2021,Exposure,25.92
,,,,,,,,,,,Jamaica,2021,Vulnerability,46.37
,,,,,,,,,,,Jamaica,2021,Susceptibility,24.92
,,,,,,,,,,,Jamaica,2021,Lack of Coping Capabilities,74.52
,,,,,,,,,,,Jamaica,2021,Lack of Adaptive Capacities,39.67
,,,,,,,,,,,Gambia,2021,WRI,12.4
,,,,,,,,,,,Gambia,2021,Exposure,19.75
,,,,,,,,,,,Gambia,2021,Vulnerability,62.78
,,,,,,,,,,,Gambia,2021,Susceptibility,43.58
,,,,,,,,,,,Gambia,2021,Lack of Coping Capabilities,83.02
,,,,,,,,,,,Gambia,2021,Lack of Adaptive Capacities,61.73
,,,,,,,,,,,Uruguay,2021,WRI,12.53
,,,,,,,,,,,Uruguay,2021,Exposure,35.97
,,,,,,,,,,,Uruguay,2021,Vulnerability,34.83
,,,,,,,,,,,Uruguay,2021,Susceptibility,19.22
,,,,,,,,,,,Uruguay,2021,Lack of Coping Capabilities,54.25
,,,,,,,,,,,Uruguay,2021,Lack of Adaptive Capacities,31.01
,,,,,,,,,,,Nigeria,2021,WRI,12.66
,,,,,,,,,,,Nigeria,2021,Exposure,19.64
,,,,,,,,,,,Nigeria,2021,Vulnerability,64.46
,,,,,,,,,,,Nigeria,2021,Susceptibility,49.7
,,,,,,,,,,,Nigeria,2021,Lack of Coping Capabilities,88.58
,,,,,,,,,,,Nigeria,2021,Lack of Adaptive Capacities,55.1
,,,,,,,,,,,Cameroon,2021,WRI,13.07
,,,,,,,,,,,Cameroon,2021,Exposure,20.35
,,,,,,,,,,,Cameroon,2021,Vulnerability,64.21
,,,,,,,,,,,Cameroon,2021,Susceptibility,47.38
,,,,,,,,,,,Cameroon,2021,Lack of Coping Capabilities,88.58
,,,,,,,,,,,Cameroon,2021,Lack of Adaptive Capacities,56.66
,,,,,,,,,,,Guinea-Bissau,2021,WRI,13.39
,,,,,,,,,,,Guinea-Bissau,2021,Exposure,18.88
,,,,,,,,,,,Guinea-Bissau,2021,Vulnerability,70.92
,,,,,,,,,,,Guinea-Bissau,2021,Susceptibility,60.17
,,,,,,,,,,,Guinea-Bissau,2021,Lack of Coping Capabilities,89.2
,,,,,,,,,,,Guinea-Bissau,2021,Lack of Adaptive Capacities,63.39
,,,,,,,,,,,Niger,2021,WRI,13.9
,,,,,,,,,,,Niger,2021,Exposure,19.27
,,,,,,,,,,,Niger,2021,Vulnerability,72.15
,,,,,,,,,,,Niger,2021,Susceptibility,61.72
,,,,,,,,,,,Niger,2021,Lack of Coping Capabilities,87.91
,,,,,,,,,,,Niger,2021,Lack of Adaptive Capacities,66.83
,,,,,,,,,,,Nicaragua,2021,WRI,14.12
,,,,,,,,,,,Nicaragua,2021,Exposure,26.02
,,,,,,,,,,,Nicaragua,2021,Vulnerability,54.25
,,,,,,,,,,,Nicaragua,2021,Susceptibility,32.27
,,,,,,,,,,,Nicaragua,2021,Lack of Coping Capabilities,83.29
,,,,,,,,,,,Nicaragua,2021,Lack of Adaptive Capacities,47.19
,,,,,,,,,,,Haiti,2021,WRI,14.54
,,,,,,,,,,,Haiti,2021,Exposure,21.41
,,,,,,,,,,,Haiti,2021,Vulnerability,67.91
,,,,,,,,,,,Haiti,2021,Susceptibility,49.93
,,,,,,,,,,,Haiti,2021,Lack of Coping Capabilities,90.36
,,,,,,,,,,,Haiti,2021,Lack of Adaptive Capacities,63.44
,,,,,,,,,,,Comoros,2021,WRI,14.91
,,,,,,,,,,,Comoros,2021,Exposure,23.62
,,,,,,,,,,,Comoros,2021,Vulnerability,63.13
,,,,,,,,,,,Comoros,2021,Susceptibility,45.93
,,,,,,,,,,,Comoros,2021,Lack of Coping Capabilities,85.39
,,,,,,,,,,,Comoros,2021,Lack of Adaptive Capacities,58.06
,,,,,,,,,,,Kiribati,2021,WRI,15.14
,,,,,,,,,,,Kiribati,2021,Exposure,26.41
,,,,,,,,,,,Kiribati,2021,Vulnerability,57.34
,,,,,,,,,,,Kiribati,2021,Susceptibility,39.67
,,,,,,,,,,,Kiribati,2021,Lack of Coping Capabilities,82.82
,,,,,,,,,,,Kiribati,2021,Lack of Adaptive Capacities,49.52
,,,,,,,,,,,El Salvador,2021,WRI,15.32
,,,,,,,,,,,El Salvador,2021,Exposure,31.62
,,,,,,,,,,,El Salvador,2021,Vulnerability,48.46
,,,,,,,,,,,El Salvador,2021,Susceptibility,24.31
,,,,,,,,,,,El Salvador,2021,Lack of Coping Capabilities,78.66
,,,,,,,,,,,El Salvador,2021,Lack of Adaptive Capacities,42.41
,,,,,,,,,,,Djibouti,2021,WRI,15.48
,,,,,,,,,,,Djibouti,2021,Exposure,25.78
,,,,,,,,,,,Djibouti,2021,Vulnerability,60.03
,,,,,,,,,,,Djibouti,2021,Susceptibility,36.19
,,,,,,,,,,,Djibouti,2021,Lack of Coping Capabilities,84.33
,,,,,,,,,,,Djibouti,2021,Lack of Adaptive Capacities,59.58
,,,,,,,,,,,Timor-Leste,2021,WRI,15.75
,,,,,,,,,,,Timor-Leste,2021,Exposure,28.27
,,,,,,,,,,,Timor-Leste,2021,Vulnerability,55.73
,,,,,,,,,,,Timor-Leste,2021,Susceptibility,41.83
,,,,,,,,,,,Timor-Leste,2021,Lack of Coping Capabilities,75.72
,,,,,,,,,,,Timor-Leste,2021,Lack of Adaptive Capacities,49.64
,,,,,,,,,,,Cambodia,2021,WRI,15.8
,,,,,,,,,,,Cambodia,2021,Exposure,26.89
,,,,,,,,,,,Cambodia,2021,Vulnerability,58.76
,,,,,,,,,,,Cambodia,2021,Susceptibility,38.89
,,,,,,,,,,,Cambodia,2021,Lack of Coping Capabilities,86.61
,,,,,,,,,,,Cambodia,2021,Lack of Adaptive Capacities,50.79
,,,,,,,,,,,Fiji,2021,WRI,16.06
,,,,,,,,,,,Fiji,2021,Exposure,34.51
,,,,,,,,,,,Fiji,2021,Vulnerability,46.55
,,,,,,,,,,,Fiji,2021,Susceptibility,22.06
,,,,,,,,,,,Fiji,2021,Lack of Coping Capabilities,76.63
,,,,,,,,,,,Fiji,2021,Lack of Adaptive Capacities,40.95
,,,,,,,,,,,Bangladesh,2021,WRI,16.23
,,,,,,,,,,,Bangladesh,2021,Exposure,28.11
,,,,,,,,,,,Bangladesh,2021,Vulnerability,57.74
,,,,,,,,,,,Bangladesh,2021,Susceptibility,32.57
,,,,,,,,,,,Bangladesh,2021,Lack of Coping Capabilities,85.57
,,,,,,,,,,,Bangladesh,2021,Lack of Adaptive Capacities,55.07
,,,,,,,,,,,Costa Rica,2021,WRI,17.06
,,,,,,,,,,,Costa Rica,2021,Exposure,44.27
,,,,,,,,,,,Costa Rica,2021,Vulnerability,38.54
,,,,,,,,,,,Costa Rica,2021,Susceptibility,19.96
,,,,,,,,,,,Costa Rica,2021,Lack of Coping Capabilities,65.33
,,,,,,,,,,,Costa Rica,2021,Lack of Adaptive Capacities,30.34
,,,,,,,,,,,Cabo Verde,2021,WRI,17.72
,,,,,,,,,,,Cabo Verde,2021,Exposure,37.23
,,,,,,,,,,,Cabo Verde,2021,Vulnerability,47.59
,,,,,,,,,,,Cabo Verde,2021,Susceptibility,28.86
,,,,,,,,,,,Cabo Verde,2021,Lack of Coping Capabilities,72.71
,,,,,,,,,,,Cabo Verde,2021,Lack of Adaptive Capacities,41.21
,,,,,,,,,,,Guatemala,2021,WRI,20.23
,,,,,,,,,,,Guatemala,2021,Exposure,36.79
,,,,,,,,,,,Guatemala,2021,Vulnerability,54.98
,,,,,,,,,,,Guatemala,2021,Susceptibility,32.55
,,,,,,,,,,,Guatemala,2021,Lack of Coping Capabilities,85.66
,,,,,,,,,,,Guatemala,2021,Lack of Adaptive Capacities,46.72
,,,,,,,,,,,Papua New Guinea,2021,WRI,20.9
,,,,,,,,,,,Papua New Guinea,2021,Exposure,30.62
,,,,,,,,,,,Papua New Guinea,2021,Vulnerability,68.27
,,,,,,,,,,,Papua New Guinea,2021,Susceptibility,55.28
,,,,,,,,,,,Papua New Guinea,2021,Lack of Coping Capabilities,86.16
,,,,,,,,,,,Papua New Guinea,2021,Lack of Adaptive Capacities,63.37
,,,,,,,,,,,Philippines,2021,WRI,21.39
,,,,,,,,,,,Philippines,2021,Exposure,42.68
,,,,,,,,,,,Philippines,2021,Vulnerability,50.11
,,,,,,,,,,,Philippines,2021,Susceptibility,28.63
,,,,,,,,,,,Philippines,2021,Lack of Coping Capabilities,82.14
,,,,,,,,,,,Philippines,2021,Lack of Adaptive Capacities,39.56
,,,,,,,,,,,Guyana,2021,WRI,21.83
,,,,,,,,,,,Guyana,2021,Exposure,43.93
,,,,,,,,,,,Guyana,2021,Vulnerability,49.69
,,,,,,,,,,,Guyana,2021,Susceptibility,25.96
,,,,,,,,,,,Guyana,2021,Lack of Coping Capabilities,77.23
,,,,,,,,,,,Guyana,2021,Lack of Adaptive Capacities,45.88
,,,,,,,,,,,Brunei,2021,WRI,22.77
,,,,,,,,,,,Brunei,2021,Exposure,58.17
,,,,,,,,,,,Brunei,2021,Vulnerability,39.14
,,,,,,,,,,,Brunei,2021,Susceptibility,15.33
,,,,,,,,,,,Brunei,2021,Lack of Coping Capabilities,68.13
,,,,,,,,,,,Brunei,2021,Lack of Adaptive Capacities,33.96
,,,,,,,,,,,Antigua and Barb.,2021,WRI,27.28
,,,,,,,,,,,Antigua and Barb.,2021,Exposure,67.73
,,,,,,,,,,,Antigua and Barb.,2021,Vulnerability,40.28
,,,,,,,,,,,Antigua and Barb.,2021,Susceptibility,23.8
,,,,,,,,,,,Antigua and Barb.,2021,Lack of Coping Capabilities,64.41
,,,,,,,,,,,Antigua and Barb.,2021,Lack of Adaptive Capacities,32.62
,,,,,,,,,,,Dominica,2021,WRI,27.42
,,,,,,,,,,,Dominica,2021,Exposure,61.74
,,,,,,,,,,,Dominica,2021,Vulnerability,44.41
,,,,,,,,,,,Dominica,2021,Susceptibility,23.42
,,,,,,,,,,,Dominica,2021,Lack of Coping Capabilities,71.13
,,,,,,,,,,,Dominica,2021,Lack of Adaptive Capacities,38.67
,,,,,,,,,,,Tonga,2021,WRI,30.51
,,,,,,,,,,,Tonga,2021,Exposure,63.63
,,,,,,,,,,,Tonga,2021,Vulnerability,47.95
,,,,,,,,,,,Tonga,2021,Susceptibility,28.42
,,,,,,,,,,,Tonga,2021,Lack of Coping Capabilities,79.81
,,,,,,,,,,,Tonga,2021,Lack of Adaptive Capacities,35.62
,,,,,,,,,,,Solomon Is.,2021,WRI,31.16
,,,,,,,,,,,Solomon Is.,2021,Exposure,51.13
,,,,,,,,,,,Solomon Is.,2021,Vulnerability,60.95
,,,,,,,,,,,Solomon Is.,2021,Susceptibility,46.07
,,,,,,,,,,,Solomon Is.,2021,Lack of Coping Capabilities,81.14
,,,,,,,,,,,Solomon Is.,2021,Lack of Adaptive Capacities,55.63
,,,,,,,,,,,Vanuatu,2021,WRI,47.73
,,,,,,,,,,,Vanuatu,2021,Exposure,82.55
,,,,,,,,,,,Vanuatu,2021,Vulnerability,57.82
,,,,,,,,,,,Vanuatu,2021,Susceptibility,39.66
,,,,,,,,,,,Vanuatu,2021,Lack of Coping Capabilities,81.21
,,,,,,,,,,,Vanuatu,2021,Lack of Adaptive Capacities,52.59
,,,,,,,,,,,Vanuatu,2017,WRI,36.45
,,,,,,,,,,,Vanuatu,2017,Exposure,63.66
,,,,,,,,,,,Vanuatu,2017,Vulnerability,57.26
,,,,,,,,,,,Vanuatu,2017,Susceptibility,35.16
,,,,,,,,,,,Vanuatu,2017,Lack of Coping Capabilities,81.19
,,,,,,,,,,,Vanuatu,2017,Lack of Adaptive Capacities,55.42
,,,,,,,,,,,Tonga,2017,WRI,28.57
,,,,,,,,,,,Tonga,2017,Exposure,55.27
,,,,,,,,,,,Tonga,2017,Vulnerability,51.7
,,,,,,,,,,,Tonga,2017,Susceptibility,28.45
,,,,,,,,,,,Tonga,2017,Lack of Coping Capabilities,81.45
,,,,,,,,,,,Tonga,2017,Lack of Adaptive Capacities,45.18
,,,,,,,,,,,Philippines,2017,WRI,27.69
,,,,,,,,,,,Philippines,2017,Exposure,52.46
,,,,,,,,,,,Philippines,2017,Vulnerability,52.78
,,,,,,,,,,,Philippines,2017,Susceptibility,32.97
,,,,,,,,,,,Philippines,2017,Lack of Coping Capabilities,80.92
,,,,,,,,,,,Philippines,2017,Lack of Adaptive Capacities,44.45
,,,,,,,,,,,Guatemala,2017,WRI,20.46
,,,,,,,,,,,Guatemala,2017,Exposure,36.3
,,,,,,,,,,,Guatemala,2017,Vulnerability,56.36
,,,,,,,,,,,Guatemala,2017,Susceptibility,36.82
,,,,,,,,,,,Guatemala,2017,Lack of Coping Capabilities,80.78
,,,,,,,,,,,Guatemala,2017,Lack of Adaptive Capacities,51.48
,,,,,,,,,,,Bangladesh,2017,WRI,19.57
,,,,,,,,,,,Bangladesh,2017,Exposure,31.7
,,,,,,,,,,,Bangladesh,2017,Vulnerability,61.72
,,,,,,,,,,,Bangladesh,2017,Susceptibility,40.39
,,,,,,,,,,,Bangladesh,2017,Lack of Coping Capabilities,86.41
,,,,,,,,,,,Bangladesh,2017,Lack of Adaptive Capacities,58.37
,,,,,,,,,,,Solomon Is.,2017,WRI,18.77
,,,,,,,,,,,Solomon Is.,2017,Exposure,29.98
,,,,,,,,,,,Solomon Is.,2017,Vulnerability,62.62
,,,,,,,,,,,Solomon Is.,2017,Susceptibility,44.37
,,,,,,,,,,,Solomon Is.,2017,Lack of Coping Capabilities,85.01
,,,,,,,,,,,Solomon Is.,2017,Lack of Adaptive Capacities,58.47
,,,,,,,,,,,Costa Rica,2017,WRI,17.16
,,,,,,,,,,,Costa Rica,2017,Exposure,42.61
,,,,,,,,,,,Costa Rica,2017,Vulnerability,40.28
,,,,,,,,,,,Costa Rica,2017,Susceptibility,21.81
,,,,,,,,,,,Costa Rica,2017,Lack of Coping Capabilities,64.49
,,,,,,,,,,,Costa Rica,2017,Lack of Adaptive Capacities,34.55
,,,,,,,,,,,Cambodia,2017,WRI,16.92
,,,,,,,,,,,Cambodia,2017,Exposure,27.65
,,,,,,,,,,,Cambodia,2017,Vulnerability,61.18
,,,,,,,,,,,Cambodia,2017,Susceptibility,41.69
,,,,,,,,,,,Cambodia,2017,Lack of Coping Capabilities,86.81
,,,,,,,,,,,Cambodia,2017,Lack of Adaptive Capacities,55.04
,,,,,,,,,,,El Salvador,2017,WRI,16.74
,,,,,,,,,,,El Salvador,2017,Exposure,32.6
,,,,,,,,,,,El Salvador,2017,Vulnerability,51.36
,,,,,,,,,,,El Salvador,2017,Susceptibility,29.64
,,,,,,,,,,,El Salvador,2017,Lack of Coping Capabilities,75.49
,,,,,,,,,,,El Salvador,2017,Lack of Adaptive Capacities,48.96
,,,,,,,,,,,Timor-Leste,2017,WRI,16.37
,,,,,,,,,,,Timor-Leste,2017,Exposure,25.73
,,,,,,,,,,,Timor-Leste,2017,Vulnerability,63.61
,,,,,,,,,,,Timor-Leste,2017,Susceptibility,52.09
,,,,,,,,,,,Timor-Leste,2017,Lack of Coping Capabilities,82.18
,,,,,,,,,,,Timor-Leste,2017,Lack of Adaptive Capacities,56.55
,,,,,,,,,,,Papua New Guinea,2017,WRI,16.34
,,,,,,,,,,,Papua New Guinea,2017,Exposure,24.94
,,,,,,,,,,,Papua New Guinea,2017,Vulnerability,65.53
,,,,,,,,,,,Papua New Guinea,2017,Susceptibility,53.28
,,,,,,,,,,,Papua New Guinea,2017,Lack of Coping Capabilities,84.21
,,,,,,,,,,,Papua New Guinea,2017,Lack of Adaptive Capacities,59.1
,,,,,,,,,,,Brunei,2017,WRI,16.22
,,,,,,,,,,,Brunei,2017,Exposure,41.1
,,,,,,,,,,,Brunei,2017,Vulnerability,39.46
,,,,,,,,,,,Brunei,2017,Susceptibility,16.44
,,,,,,,,,,,Brunei,2017,Lack of Coping Capabilities,63.97
,,,,,,,,,,,Brunei,2017,Lack of Adaptive Capacities,37.96
,,,,,,,,,,,Mauritius,2017,WRI,15.11
,,,,,,,,,,,Mauritius,2017,Exposure,37.35
,,,,,,,,,,,Mauritius,2017,Vulnerability,40.45
,,,,,,,,,,,Mauritius,2017,Susceptibility,18.63
,,,,,,,,,,,Mauritius,2017,Lack of Coping Capabilities,61.49
,,,,,,,,,,,Mauritius,2017,Lack of Adaptive Capacities,41.23
,,,,,,,,,,,Nicaragua,2017,WRI,14.88
,,,,,,,,,,,Nicaragua,2017,Exposure,27.23
,,,,,,,,,,,Nicaragua,2017,Vulnerability,54.64
,,,,,,,,,,,Nicaragua,2017,Susceptibility,36.8
,,,,,,,,,,,Nicaragua,2017,Lack of Coping Capabilities,81.35
,,,,,,,,,,,Nicaragua,2017,Lack of Adaptive Capacities,45.76
,,,,,,,,,,,Fiji,2017,WRI,13.5
,,,,,,,,,,,Fiji,2017,Exposure,27.71
,,,,,,,,,,,Fiji,2017,Vulnerability,48.74
,,,,,,,,,,,Fiji,2017,Susceptibility,25.34
,,,,,,,,,,,Fiji,2017,Lack of Coping Capabilities,75.17
,,,,,,,,,,,Fiji,2017,Lack of Adaptive Capacities,45.72
,,,,,,,,,,,Guinea-Bissau,2017,WRI,13.5
,,,,,,,,,,,Guinea-Bissau,2017,Exposure,19.65
,,,,,,,,,,,Guinea-Bissau,2017,Vulnerability,68.7
,,,,,,,,,,,Guinea-Bissau,2017,Susceptibility,53.6
,,,,,,,,,,,Guinea-Bissau,2017,Lack of Coping Capabilities,89.14
,,,,,,,,,,,Guinea-Bissau,2017,Lack of Adaptive Capacities,63.35
,,,,,,,,,,,Japan,2017,WRI,13.47
,,,,,,,,,,,Japan,2017,Exposure,45.91
,,,,,,,,,,,Japan,2017,Vulnerability,29.33
,,,,,,,,,,,Japan,2017,Susceptibility,17.27
,,,,,,,,,,,Japan,2017,Lack of Coping Capabilities,38.12
,,,,,,,,,,,Japan,2017,Lack of Adaptive Capacities,32.61
,,,,,,,,,,,Vietnam,2017,WRI,12.84
,,,,,,,,,,,Vietnam,2017,Exposure,25.35
,,,,,,,,,,,Vietnam,2017,Vulnerability,50.66
,,,,,,,,,,,Vietnam,2017,Susceptibility,27.22
,,,,,,,,,,,Vietnam,2017,Lack of Coping Capabilities,76.74
,,,,,,,,,,,Vietnam,2017,Lack of Adaptive Capacities,48.01
,,,,,,,,,,,Jamaica,2017,WRI,12.08
,,,,,,,,,,,Jamaica,2017,Exposure,25.82
,,,,,,,,,,,Jamaica,2017,Vulnerability,46.79
,,,,,,,,,,,Jamaica,2017,Susceptibility,26.5
,,,,,,,,,,,Jamaica,2017,Lack of Coping Capabilities,72.02
,,,,,,,,,,,Jamaica,2017,Lack of Adaptive Capacities,41.86
,,,,,,,,,,,Gambia,2017,WRI,11.99
,,,,,,,,,,,Gambia,2017,Exposure,19.29
,,,,,,,,,,,Gambia,2017,Vulnerability,62.18
,,,,,,,,,,,Gambia,2017,Susceptibility,44.52
,,,,,,,,,,,Gambia,2017,Lack of Coping Capabilities,82.97
,,,,,,,,,,,Gambia,2017,Lack of Adaptive Capacities,59.04
,,,,,,,,,,,Haiti,2017,WRI,11.89
,,,,,,,,,,,Haiti,2017,Exposure,16.26
,,,,,,,,,,,Haiti,2017,Vulnerability,73.11
,,,,,,,,,,,Haiti,2017,Susceptibility,62.01
,,,,,,,,,,,Haiti,2017,Lack of Coping Capabilities,90.62
,,,,,,,,,,,Haiti,2017,Lack of Adaptive Capacities,66.71
,,,,,,,,,,,Chile,2017,WRI,11.74
,,,,,,,,,,,Chile,2017,Exposure,30.95
,,,,,,,,,,,Chile,2017,Vulnerability,37.93
,,,,,,,,,,,Chile,2017,Susceptibility,20.25
,,,,,,,,,,,Chile,2017,Lack of Coping Capabilities,58.34
,,,,,,,,,,,Chile,2017,Lack of Adaptive Capacities,35.2
,,,,,,,,,,,Guyana,2017,WRI,11.65
,,,,,,,,,,,Guyana,2017,Exposure,22.9
,,,,,,,,,,,Guyana,2017,Vulnerability,50.85
,,,,,,,,,,,Guyana,2017,Susceptibility,28.62
,,,,,,,,,,,Guyana,2017,Lack of Coping Capabilities,79.28
,,,,,,,,,,,Guyana,2017,Lack of Adaptive Capacities,44.65
,,,,,,,,,,,Niger,2017,WRI,11.53
,,,,,,,,,,,Niger,2017,Exposure,15.87
,,,,,,,,,,,Niger,2017,Vulnerability,72.63
,,,,,,,,,,,Niger,2017,Susceptibility,60.78
,,,,,,,,,,,Niger,2017,Lack of Coping Capabilities,87.01
,,,,,,,,,,,Niger,2017,Lack of Adaptive Capacities,70.11
,,,,,,,,,,,Benin,2017,WRI,11.39
,,,,,,,,,,,Benin,2017,Exposure,17.06
,,,,,,,,,,,Benin,2017,Vulnerability,66.75
,,,,,,,,,,,Benin,2017,Susceptibility,53.26
,,,,,,,,,,,Benin,2017,Lack of Coping Capabilities,82.32
,,,,,,,,,,,Benin,2017,Lack of Adaptive Capacities,64.68
,,,,,,,,,,,Dominican Rep.,2017,WRI,11.34
,,,,,,,,,,,Dominican Rep.,2017,Exposure,23.14
,,,,,,,,,,,Dominican Rep.,2017,Vulnerability,49.01
,,,,,,,,,,,Dominican Rep.,2017,Susceptibility,28.86
,,,,,,,,,,,Dominican Rep.,2017,Lack of Coping Capabilities,74.04
,,,,,,,,,,,Dominican Rep.,2017,Lack of Adaptive Capacities,44.12
,,,,,,,,,,,Cameroon,2017,WRI,11.19
,,,,,,,,,,,Cameroon,2017,Exposure,18.19
,,,,,,,,,,,Cameroon,2017,Vulnerability,61.52
,,,,,,,,,,,Cameroon,2017,Susceptibility,43.02
,,,,,,,,,,,Cameroon,2017,Lack of Coping Capabilities,85.01
,,,,,,,,,,,Cameroon,2017,Lack of Adaptive Capacities,56.53
,,,,,,,,,,,Madagascar,2017,WRI,11.11
,,,,,,,,,,,Madagascar,2017,Exposure,16.03
,,,,,,,,,,,Madagascar,2017,Vulnerability,69.3
,,,,,,,,,,,Madagascar,2017,Susceptibility,65.58
,,,,,,,,,,,Madagascar,2017,Lack of Coping Capabilities,83.37
,,,,,,,,,,,Madagascar,2017,Lack of Adaptive Capacities,58.95
,,,,,,,,,,,Chad,2017,WRI,11.07
,,,,,,,,,,,Chad,2017,Exposure,14.89
,,,,,,,,,,,Chad,2017,Vulnerability,74.36
